-1,1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
1,1,0,0,0,1,1,1,1,0,-1,0,-1,0,0,1,1,-1,0,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,56
1,1,0,1,0,0,0,1,-1,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
0,0,1,0,1,1,1,0,0,1,0,1,1,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
1,1,1,0,1,0,0,0,0,1,1,-1,0,-1,1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24
1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25
0,0,1,0,0,1,1,0,-1,0,-1,1,0,0,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
1,1,-1,0,1,0,1,-1,0,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,-1,0,1,1,1,0,1,-1,1,0,0,0,1,0,-1,-1,1,1,-1,-1,256
1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,-1,-1,0,1,0,0,0,-1,-1,0,0,1,1,1,-1,-1,0,1,1,0,1,-1,-1,6
0,1,1,0,0,0,1,1,1,1,0,0,-1,1,1,0,1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1,1,-1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
0,1,-1,1,0,0,0,0,0,-1,0,1,1,1,0,-1,-1,0,0,1,1,1,-1,-1,1,1,1,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,0,-1,1,-1,1
0,0,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
1,0,0,1,0,1,1,1,1,-1,0,0,1,0,0,0,-1,1,1,0,0,1,-1,-1,0,1,0,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,5
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,-1,0,0,-1,1,1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,34
1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,1,-1,1,1,0,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,0,-1,16
0,0,1,0,-1,1,0,1,0,1,0,-1,1,1,1,0,0,-1,-1,0,0,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0156
1,1,0,0,0,1,1,0,1,-1,1,0,0,0,-1,1,-1,0,1,1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
1,0,0,0,1,0,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
-1,0,1,1,0,0,0,-1,1,0,0,-1,1,1,-1,0,1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02456
1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,-1,0,0,1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1,0,1,0,1,0,0,0,1,-1,0,1,1,-1,0,-1,-1,1,1,0,-1,0,-1,-1,-1,0,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,16
-1,0,1,0,1,0,0,-1,1,0,0,1,1,1,-1,1,0,1,1,1,0,-1,1,1,1,0,0,0,-1,0,0,-1,1,0,1,-1,1,-1,-1,0,0,-1,236
0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,-1,1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,03
1,1,0,1,0,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03
0,1,0,0,-1,1,-1,1,0,0,1,-1,1,-1,0,-1,1,0,-1,1,-1,-1,-1,1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
1,1,0,0,1,0,0,0,0,1,0,0,1,1,-1,0,-1,0,1,0,-1,-1,0,-1,1,1,1,-1,-1,1,-1,1,1,1,-1,-1,0,-1,-1,0,0,-1,3
0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,5
1,0,1,0,0,0,1,1,0,1,-1,0,-1,1,-1,0,1,-1,1,-1,1,-1,1,0,-1,1,-1,0,-1,0,0,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,02
1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,-1,1,0,0,0,-1,1,-1,0,1,1,0,-1,0,-1,0,-1,0,0,-1,1,-1,0,-1,46
0,0,1,-1,0,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
1,0,0,0,1,1,0,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,5
0,0,1,0,1,1,1,1,-1,0,1,0,0,0,-1,-1,0,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,4
-1,-1,0,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,5
0,1,-1,-1,1,0,0,-1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01456
1,0,1,0,0,-1,1,0,1,-1,0,1,-1,-1,0,0,-1,0,1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0123456
1,0,1,1,0,0,0,0,0,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,023
0,0,1,0,1,1,0,0,1,-1,0,0,1,-1,-1,0,-1,1,0,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4
0,1,1,0,0,0,1,-1,0,0,1,1,0,1,-1,1,1,0,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,4
1,1,0,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23
0,0,1,0,1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
0,1,1,0,1,0,1,0,1,1,0,1,-1,0,1,0,1,-1,0,-1,0,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,1,1,1,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,0,0,1,-1,0,1,-1,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,-1,1,-1,0,1,0,0,-1,0,-1,1,0,0,0,-1,1,-1,0,3
0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,-1,1,0,-1,0,-1,-1,0
1,0,0,1,1,0,0,0,1,1,0,-1,1,0,1,0,0,1,-1,-1,1,1,-1,1,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1
1,1,1,0,0,1,0,0,1,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,234
-1,1,-1,0,-1,0,1,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24
1,0,1,1,0,1,1,1,1,1,0,0,1,0,-1,0,-1,1,0,0,0,-1,1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,1,0,23
1,1,0,-1,1,0,-1,0,0,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
-1,0,0,1,0,1,1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
1,1,0,0,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,-1,0,-1,-1,1,0,0,-1,-1,-1,-1,0,0,1234
1,1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
1,1,0,0,1,0,-1,0,0,0,1,-1,1,-1,1,1,0,0,-1,1,-1,0,0,1,-1,-1,0,-1,0,1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,4
1,1,0,1,1,0,0,-1,1,-1,0,0,1,0,-1,0,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
-1,1,1,-1,0,-1,0,-1,1,0,-1,0,-1,-1,-1,1,1,-1,0,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1,1,0,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,-1,1,0,0,1,1,0,-1,1,1,-1,0,1,1,-1,0,0,-1,1,-1,-1,-1,6
0,1,1,0,1,0,1,0,1,1,0,1,-1,0,1,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
-1,-1,-1,1,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,0,1,1,0,0,0,0,1,1,0,0,0,1,-1,0,1,1,1,0,0,-1,1,0,0,0,1,1,-1,1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,3
-1,1,-1,1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,1,0,0,1,0,1,1,0,0,1,0,-1,1,0,1,1,0,1,-1,1,1,0,1,-1,1,-1,0,1,0,1,-1,0,-1,0,0,-1,0,-1,1,-1,0,13
0,1,1,0,0,1,1,0,0,0,1,0,0,0,-1,1,1,0,1,1,1,-1,1,1,1,0,0,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,0,0,-1,0
1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,-1,0,-1,1,1,0,0,-1,1,-1,0,1,-1,1,-1,1,-1,0,0,-1,1,05
0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
1,1,1,0,1,0,-1,0,0,1,1,0,1,-1,-1,0,-1,0,1,1,-1,-1,0,-1,0,1,0,-1,-1,1,-1,1,-1,0,-1,-1,0,-1,0,-1,-1,-1,4
0,1,1,1,0,1,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23
0,1,1,0,1,0,1,1,0,0,0,1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0123456
1,0,0,1,1,1,0,0,-1,0,1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,1,0,1,1,0,-1,0,0,0,1,0,1,-1,1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,125
-1,0,1,1,0,1,0,-1,1,0,1,0,0,1,-1,-1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
-1,-1,1,0,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
1,1,0,0,0,1,0,1,-1,0,1,-1,1,1,0,-1,1,0,-1,-1,1,0,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
1,0,1,1,0,0,1,0,0,1,0,1,1,1,-1,-1,0,1,0,0,0,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,1,-1,1,-1,2
0,1,0,-1,1,0,0,0,0,1,-1,0,1,1,-1,0,-1,-1,1,0,1,-1,1,-1,-1,-1,1,1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,1,02
0,-1,1,-1,0,1,0,1,-1,0,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,056
0,0,1,-1,1,0,0,0,-1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25
0,1,-1,0,1,0,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,-1,0,1,1,1,0,0,-1,1,-1,0,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
-1,0,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1,0,1,0,1,0,1,-1,0,0,-1,0,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1,-1,-1,0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
1,0,1,1,1,0,0,-1,1,0,1,0,0,1,-1,0,0,0,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0123456
-1,0,0,1,1,0,-1,-1,0,0,1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,1,0,0,0,-1,-1,-1,1,0,1,-1,-1,-1,-1,0,0,-1,-1,-1,01456
1,0,1,1,1,0,0,0,0,-1,1,-1,0,1,0,0,-1,0,-1,0,1,1,1,-1,0,-1,1,0,1,0,-1,1,-1,0,0,1,1,-1,-1,-1,1,0,3
0,1,1,-1,0,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
-1,-1,0,1,-1,0,1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
0,1,0,1,1,0,1,1,0,1,-1,0,0,-1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1236
1,0,1,1,1,0,0,1,0,-1,1,0,0,1,-1,0,-1,0,1,1,1,-1,1,-1,0,1,0,0,-1,0,-1,0,0,1,1,-1,-1,-1,1,-1,0,0,014
0,1,0,1,-1,0,0,0,1,-1,0,-1,1,1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,25
1,1,1,0,1,1,0,1,0,-1,0,-1,-1,0,0,1,-1,0,-1,-1,1,0,0,-1,1,-1,-1,0,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4
1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,-1,0,1,0,0,1,0,-1,1,-1,0,0,-1,-1,-1,0,-1,1,2
1,-1,0,1,-1,1,0,0,-1,0,1,-1,0,1,1,-1,0,1,-1,0,-1,0,-1,1,0,-1,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1356
1,1,0,1,0,1,-1,0,0,-1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1,1,0,0,0,1,1,1,0,0,0,1,1,0,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,01245
0,1,0,1,-1,0,1,1,1,1,0,-1,0,0,-1,0,1,1,-1,0,0,-1,1,0,1,-1,1,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,012345
1,1,0,1,0,1,0,0,0,-1,1,0,0,-1,1,1,-1,1,1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45
1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,-1,1,0,0,0,1,0,-1,0,1,1,0,0,1,-1,0,1,0,0,1,1,-1,-1,0,0,1,1,2
1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,-1,-1,0,1,1,0,0,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,56
-1,0,1,1,1,0,0,-1,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1,1,1,0,0,0,1,0,0,-1,0,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,023456
0,0,1,0,1,1,1,0,-1,0,1,0,-1,0,0,-1,1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,26
0,1,1,0,1,1,0,1,1,0,0,0,1,-1,1,0,-1,1,0,0,-1,1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1
